,發生時間,死亡受傷人數,車種,經度,緯度
7549,108年01月08日 16時23分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.56924099999999,23.989723
7550,108年01月08日 16時25分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.539027,23.703751999999998
7551,108年01月08日 16時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.54777800000001,24.07
7552,108年01月08日 16時25分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.71736999999999,24.218149
7553,108年01月08日 16時26分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.943147,24.810729000000002
7554,108年01月08日 16時28分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.98082600000001,24.812087
7555,108年01月08日 16時30分06秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.9861,24.701344
7556,108年01月08日 16時32分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.216101,23.06941
7557,108年01月08日 16時35分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.53848300000001,22.549039999999998
7558,108年01月08日 16時35分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.21150300000001,24.910648000000002
7559,108年01月08日 16時35分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.53849199999999,24.069619
7560,108年01月08日 16時36分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.24066599999999,22.998625
7561,108年01月08日 16時38分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,121.223828,24.952022
7562,108年01月08日 16時41分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.20359199999999,24.895079
7563,108年01月08日 16時42分00秒,死亡0;受傷1,普通輕型-機車;自用-小客車,121.24708700000001,25.02386
7564,108年01月08日 16時44分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.331069,22.640753
7565,108年01月08日 16時44分00秒,死亡0;受傷1,自用-小客車;普通輕型-機車;乘客-人,120.7175,24.149166
7566,108年01月08日 16時44分38秒,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),120.19275,23.015949
7567,108年01月08日 16時45分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.303702,22.641163
7568,108年01月08日 16時45分20秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.52886699999999,23.70566
7569,108年01月08日 16時46分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.641198,25.06475
7570,108年01月08日 16時47分13秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.252398,22.991582
7571,108年01月08日 16時48分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.553366,25.053266
7572,108年01月08日 16時50分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.345956,22.628114
7573,108年01月08日 16時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.294676,22.63739
7574,108年01月08日 16時50分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,120.712725,24.149758
7575,108年01月08日 16時50分56秒,死亡0;受傷1,自用-小客車;自用-小客車,120.34105500000001,23.762448000000003
7576,108年01月08日 16時52分00秒,死亡0;受傷1,普通輕型-機車;自用-小客車,120.274451,22.621712
7577,108年01月08日 16時54分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.304731,24.959442000000003
7578,108年01月08日 16時55分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.299361,24.958557
7579,108年01月08日 16時58分53秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.761806,24.736698999999998
7580,108年01月08日 17時00分00秒,死亡0;受傷2,普通重型-機車;乘客-人,120.20581100000001,23.106279999999998
7581,108年01月08日 17時00分00秒,死亡0;受傷1,普通重型-機車;營業用-大貨車,120.350755,22.560085
7582,108年01月08日 17時01分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.2971,22.621229999999997
7583,108年01月08日 17時01分00秒,死亡0;受傷2,普通輕型-機車;普通重型-機車,120.591408,23.961904
7584,108年01月08日 17時01分16秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.93399099999999,24.746234
7585,108年01月08日 17時02分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.03366799999999,24.81021
7586,108年01月08日 17時02分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.67645,24.201016
7587,108年01月08日 17時03分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.172215,22.998079
7588,108年01月08日 17時03分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車,121.45160200000001,25.044468
7589,108年01月08日 17時04分00秒,死亡0;受傷2,電動輔助自行車-慢車;普通重型-機車,120.52298700000001,23.880592
7590,108年01月08日 17時05分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.45215900000001,25.102517000000002
7591,108年01月08日 17時06分00秒,死亡0;受傷1,營業用-大貨車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車,121.317679,25.046903
7592,108年01月08日 17時07分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.247097,22.882706
7593,108年01月08日 17時07分00秒,死亡0;受傷2,普通重型-機車;行人-人,120.73445,24.175053
7594,108年01月08日 17時08分56秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.219081,24.857814
7595,108年01月08日 17時09分00秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,120.491224,22.670395000000003
7596,108年01月08日 17時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.22358999999999,24.949907
7597,108年01月08日 17時10分00秒,死亡0;受傷1,普通重型-機車,121.21031599999999,24.908779
7598,108年01月08日 17時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.309721,22.682307
7599,108年01月08日 17時10分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.65219599999999,24.114176
7600,108年01月08日 17時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.707948,24.226965
7601,108年01月08日 17時10分46秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.31438999999999,24.985618
7602,108年01月08日 17時11分10秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.227507,22.919038
7603,108年01月08日 17時11分17秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.289202,25.044632
7604,108年01月08日 17時12分00秒,死亡0;受傷1,自用-小客車,120.60105,23.963878
7605,108年01月08日 17時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.53565900000001,24.979272
7606,108年01月08日 17時13分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.68605,24.219011
7607,108年01月08日 17時15分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.99198200000001,24.781375
7608,108年01月08日 17時15分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.34953600000001,22.619944
7609,108年01月08日 17時16分00秒,死亡0;受傷2,普通重型-機車;乘客-人,121.447356,25.066101
7610,108年01月08日 17時16分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.41136599999999,25.014095
7611,108年01月08日 17時16分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.546246,24.042884
7612,108年01月08日 17時18分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);租賃車-小客車;自用-小客車;自用-小客車,121.28996000000001,25.032446
7613,108年01月08日 17時18分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.76866499999998,24.699861
7614,108年01月08日 17時18分33秒,死亡0;受傷1,普通輕型-機車;普通重型-機車,120.19952099999999,22.984445
7615,108年01月08日 17時19分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.637257,24.234372
7616,108年01月08日 17時19分57秒,死亡0;受傷2,自用-小客車;普通輕型-機車;乘客-人,120.273946,22.970469
7617,108年01月08日 17時20分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.471006,23.444342000000002
7618,108年01月08日 17時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.32396200000001,23.309781
7619,108年01月08日 17時20分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.340576,23.231768
7620,108年01月08日 17時20分22秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.027506,24.780287
7621,108年01月08日 17時21分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.54278899999998,24.071929
7622,108年01月08日 17時24分45秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.280111,23.295059
7623,108年01月08日 17時25分17秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,121.747148,24.756608
7624,108年01月08日 17時25分17秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.184996,22.979471
7625,108年01月08日 17時28分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.30570900000001,22.673594
7626,108年01月08日 17時30分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.2307,23.013496
7627,108年01月08日 17時30分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.517146,25.045033
7628,108年01月08日 17時30分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.45743300000001,25.017766
7629,108年01月08日 17時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.537861,24.249585
7630,108年01月08日 17時30分21秒,死亡0;受傷1,普通重型-機車,120.72196299999999,24.358124
7631,108年01月08日 17時32分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.603071,23.974439999999998
7632,108年01月08日 17時33分00秒,死亡0;受傷1,普通重型-機車,120.54008600000002,24.078383
7633,108年01月08日 17時34分14秒,死亡0;受傷2,普通重型-機車;行人-人,120.771115,24.412316
7634,108年01月08日 17時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.26861799999999,24.889820999999998
7635,108年01月08日 17時35分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.644415,24.202513
7636,108年01月08日 17時36分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.53759,24.019135000000002
7637,108年01月08日 17時37分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),120.337602,22.646148999999998
7638,108年01月08日 17時38分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.349873,24.949279999999998
7639,108年01月08日 17時39分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.30101499999999,22.615765
7640,108年01月08日 17時40分00秒,死亡0;受傷1,普通重型-機車,121.267701,25.064605
7641,108年01月08日 17時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.676918,24.20063
7642,108年01月08日 17時40分21秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.681605,23.955318
7643,108年01月08日 17時40分50秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.765717,24.757076
7644,108年01月08日 17時41分00秒,死亡0;受傷1,普通重型-機車,120.342125,22.602428
7645,108年01月08日 17時41分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.63503100000001,24.3576
7646,108年01月08日 17時43分00秒,死亡0;受傷3,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;乘客-人,120.34114,22.674297
7647,108年01月08日 17時44分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.39122900000001,24.961389999999998
7648,108年01月08日 17時45分00秒,死亡0;受傷1,自用-小客車;行人-人,120.267096,23.033510999999997
7649,108年01月08日 17時45分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.092248,22.858071
7650,108年01月08日 17時45分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.63383,24.152385
7651,108年01月08日 17時45分20秒,死亡0;受傷3,租賃車-小客車;自用-小客車;自用-小客車;乘客-人,121.559418,25.071792000000002
7652,108年01月08日 17時46分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.67321399999999,24.131401
7653,108年01月08日 17時49分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.784783,25.097017
7654,108年01月08日 17時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,118.32956000000001,24.439427
7655,108年01月08日 17時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.61791299999999,24.346764
7656,108年01月08日 17時51分54秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.44405400000001,23.559762
7657,108年01月08日 17時52分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.655942,24.165501000000003
7658,108年01月08日 17時53分00秒,死亡0;受傷1,普通重型-機車,120.70314099999999,24.199533
7659,108年01月08日 17時54分00秒,死亡0;受傷2,普通重型-機車;民營公車-大客車;乘客-人,121.42010800000001,25.025697
7660,108年01月08日 17時54分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.493994,23.835796
7661,108年01月08日 17時54分00秒,死亡0;受傷2,行人-人;普通重型-機車,120.697771,24.138941
7662,108年01月08日 17時54分31秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.771897,24.679748999999997
7663,108年01月08日 17時55分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.27191100000002,23.053942000000003
7664,108年01月08日 17時55分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.74278600000001,25.128644
7665,108年01月08日 17時55分05秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.22243799999998,23.027328
7666,108年01月08日 17時55分18秒,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.280817,24.981365
7667,108年01月08日 17時55分30秒,死亡0;受傷2,普通重型-機車;行人-人,120.196197,23.008732000000002
7668,108年01月08日 17時56分26秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,121.00714199999999,24.829795
7669,108年01月08日 17時57分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,120.539716,23.706417000000002
7670,108年01月08日 17時57分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51729499999999,24.971946
7671,108年01月08日 17時58分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.693358,24.151764
7672,108年01月08日 17時58分00秒,死亡0;受傷2,自用-小客車;自用-小客車;乘客-人;乘客-人,120.554934,24.254047
7673,108年01月08日 18時00分00秒,死亡0;受傷1,普通重型-機車,120.724355,23.961523
7674,108年01月08日 18時00分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.766391,25.13233
7675,108年01月08日 18時00分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.48948200000001,22.586451999999998
7676,108年01月08日 18時00分11秒,死亡0;受傷2,腳踏自行車-慢車;腳踏自行車-慢車,120.211642,22.991485
7677,108年01月08日 18時01分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.409195,22.629281
