,發生時間,死亡受傷人數,車種,經度,緯度
30633,108年01月31日 08時15分00秒,死亡0;受傷2,普通重型-機車;行人-人,120.19750800000001,22.986334
30634,108年01月31日 08時15分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車,120.205196,22.992966
30635,108年01月31日 08時15分52秒,死亡0;受傷1,普通重型-機車;自用-大貨車,120.461301,23.675963
30636,108年01月31日 08時17分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.96404199999999,24.79525
30637,108年01月31日 08時18分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.52350600000001,25.051899
30638,108年01月31日 08時19分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.493439,25.048728
30639,108年01月31日 08時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.43146200000001,24.969556
30640,108年01月31日 08時21分00秒,死亡0;受傷1,自用-小客車;行人-人,120.66458999999999,24.122559
30641,108年01月31日 08時23分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.295823,22.627222
30642,108年01月31日 08時23分38秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,120.24902,23.185856
30643,108年01月31日 08時23分43秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.611027,24.203778
30644,108年01月31日 08時24分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.30962199999999,22.61401
30645,108年01月31日 08時25分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.7798,24.677656
30646,108年01月31日 08時25分00秒,死亡0;受傷2,電動自行車-慢車;普通重型-機車;乘客-人,120.32583100000001,23.289616
30647,108年01月31日 08時25分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.72542299999999,24.166771
30648,108年01月31日 08時26分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.181977,23.167531
30649,108年01月31日 08時26分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.769077,24.697585
30650,108年01月31日 08時27分00秒,死亡0;受傷1,計程車-小客車;腳踏自行車-慢車,121.530161,25.034315
30651,108年01月31日 08時30分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.528314,23.443863
30652,108年01月31日 08時30分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.67796100000001,24.143778
30653,108年01月31日 08時30分22秒,死亡0;受傷1,普通重型-機車,121.03240100000001,24.803911
30654,108年01月31日 08時30分48秒,死亡0;受傷1,普通輕型-機車;自用-小客車,120.21190800000001,23.015321
30655,108年01月31日 08時30分53秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.088346,24.736992
30656,108年01月31日 08時32分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.519025,25.109023
30657,108年01月31日 08時34分33秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.21566599999998,22.975441
30658,108年01月31日 08時35分00秒,死亡0;受傷2,普通重型-機車;電動自行車-慢車,121.82481399999999,24.663415
30659,108年01月31日 08時35分32秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.98731699999999,24.903853
30660,108年01月31日 08時37分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.175468,22.985853
30661,108年01月31日 08時39分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.448571,25.205743
30662,108年01月31日 08時39分02秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.243201,23.463682000000002
30663,108年01月31日 08時39分20秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.24468700000001,22.929084
30664,108年01月31日 08時40分00秒,死亡0;受傷1,普通重型-機車,121.20638899999999,24.829582000000002
30665,108年01月31日 08時40分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.480382,25.048465
30666,108年01月31日 08時40分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.215253,23.029589
30667,108年01月31日 08時42分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.18163700000001,24.908038
30668,108年01月31日 08時43分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.551667,24.0875
30669,108年01月31日 08時44分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.21862,23.052208
30670,108年01月31日 08時45分00秒,死亡0;受傷1,普通重型-機車,120.467074,23.138894
30671,108年01月31日 08時45分00秒,死亡0;受傷4,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,121.47213400000001,25.06411
30672,108年01月31日 08時45分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,120.21391100000001,23.061519
30673,108年01月31日 08時45分00秒,死亡0;受傷2,行人-人;大型重型1(550C.C.以上)-機車,120.58196699999999,24.084589
30674,108年01月31日 08時45分51秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.281054,24.985929000000002
30675,108年01月31日 08時49分00秒,死亡0;受傷1,普通重型-機車,121.54856200000002,25.041437
30676,108年01月31日 08時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.475944,25.034414
30677,108年01月31日 08時50分00秒,死亡0;受傷1,自用-小客車;行人-人,120.24123600000001,23.462097
30678,108年01月31日 08時50分00秒,死亡0;受傷1,普通重型-機車,121.557474,25.030006
30679,108年01月31日 08時50分44秒,死亡0;受傷2,營業用-大貨車;普通重型-機車;普通輕型-機車,120.283423,22.996828
30680,108年01月31日 08時52分21秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.176395,24.789970999999998
30681,108年01月31日 08時52分32秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.745291,24.775222
30682,108年01月31日 08時53分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.19955300000001,22.989913
30683,108年01月31日 08時54分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.911705,24.684698
30684,108年01月31日 08時55分44秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.212332,24.885612
30685,108年01月31日 08時57分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.193473,23.040123
30686,108年01月31日 09時00分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.528849,23.881013
30687,108年01月31日 09時01分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.177705,22.989002
30688,108年01月31日 09時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.74178300000001,25.129656
30689,108年01月31日 09時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.537578,25.114762
30690,108年01月31日 09時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.66913000000001,24.152424
30691,108年01月31日 09時07分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.56951399999998,24.230367
30692,108年01月31日 09時10分00秒,死亡0;受傷2,行人-人;普通重型-機車;乘客-人,121.760525,24.7571
30693,108年01月31日 09時11分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車;普通重型-機車,120.32583100000001,22.728428
30694,108年01月31日 09時12分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.430034,23.711973
30695,108年01月31日 09時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.69084099999999,24.170426000000003
30696,108年01月31日 09時14分00秒,死亡0;受傷3,租賃車-小客車;乘客-人;乘客-人,120.62288400000001,23.438155
30697,108年01月31日 09時15分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.328565,22.73113
30698,108年01月31日 09時15分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.235781,22.986632999999998
30699,108年01月31日 09時15分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.574603,24.998202
30700,108年01月31日 09時15分57秒,死亡0;受傷1,自用-小客車;自用-小客車,120.69553700000002,23.855994
30701,108年01月31日 09時17分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.66914799999999,24.128505
30702,108年01月31日 09時18分50秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.98863999999999,24.802072
30703,108年01月31日 09時19分18秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.261412,25.022586999999998
30704,108年01月31日 09時20分00秒,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,121.75548700000002,24.755365
30705,108年01月31日 09時20分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.250825,22.971984
30706,108年01月31日 09時22分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.53696200000002,24.985863000000002
30707,108年01月31日 09時23分39秒,死亡0;受傷1,普通輕型-機車;自用-小貨車(含客、貨兩用),120.415952,23.351376000000002
30708,108年01月31日 09時25分42秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.86811399999999,24.429376
30709,108年01月31日 09時27分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.34451399999999,22.628191
30710,108年01月31日 09時28分15秒,死亡0;受傷1,自用-小客車;自用-小客車,120.78779399999999,23.828505
30711,108年01月31日 09時29分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.32708999999998,22.726933
30712,108年01月31日 09時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車;乘客-人,120.68871499999999,23.900956
30713,108年01月31日 09時30分00秒,死亡0;受傷1,普通輕型-機車;行人-人;行人-人,120.30458,22.630363
30714,108年01月31日 09時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.316612,22.621464000000003
30715,108年01月31日 09時30分47秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.847848,23.81835
30716,108年01月31日 09時30分56秒,死亡0;受傷1,自用-小客車;人力車-慢車,121.78243,24.631856
30717,108年01月31日 09時31分00秒,死亡0;受傷2,電動自行車-慢車;普通重型-機車,121.605098,23.981151
30718,108年01月31日 09時31分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.550901,23.726698000000003
30719,108年01月31日 09時32分00秒,死亡0;受傷1,行人-人;普通重型-機車,121.012523,24.78546
30720,108年01月31日 09時32分00秒,死亡0;受傷1,普通重型-機車,120.27983300000001,22.654728
30721,108年01月31日 09時33分55秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.309104,23.303224
30722,108年01月31日 09時34分23秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.97618500000002,24.81396
30723,108年01月31日 09時35分00秒,死亡0;受傷1,普通重型-機車,120.28877,23.530821
30724,108年01月31日 09時35分00秒,死亡0;受傷1,普通重型-機車;營業用-小貨車(含客、貨兩用),120.693274,24.139817999999998
30725,108年01月31日 09時36分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.029753,24.821492000000003
30726,108年01月31日 09時36分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.240522,24.951384
30727,108年01月31日 09時37分00秒,死亡0;受傷1,普通重型-機車,121.28846499999999,25.009905
30728,108年01月31日 09時39分41秒,死亡0;受傷1,普通重型-機車;行人-人,121.22206299999999,24.954544
30729,108年01月31日 09時40分00秒,死亡0;受傷1,自用-小客車;電動自行車-慢車,121.76681299999998,24.685014000000002
30730,108年01月31日 09時40分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.255288,23.213307
30731,108年01月31日 09時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.230245,23.006194
30732,108年01月31日 09時40分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;其他人-人,121.481026,25.026837
30733,108年01月31日 09時41分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.449721,24.986556
30734,108年01月31日 09時42分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3316,22.592370000000003
30735,108年01月31日 09時42分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.536992,25.048374
30736,108年01月31日 09時42分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.458666,23.880266
30737,108年01月31日 09時43分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.975369,24.804338
30738,108年01月31日 09時43分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.64705,24.169103
30739,108年01月31日 09時43分57秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.311641,24.985313
30740,108年01月31日 09時44分00秒,死亡0;受傷1,腳踏自行車-慢車,120.32799999999999,22.60766
30741,108年01月31日 09時44分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.351827,22.637198
30742,108年01月31日 09時46分42秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.218731,24.940072
30743,108年01月31日 09時47分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.31026899999999,22.681302
30744,108年01月31日 09時48分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.15442900000001,24.925866
30745,108年01月31日 09時50分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.49846399999998,22.646344
30746,108年01月31日 09時50分00秒,死亡0;受傷2,行人-人;普通重型-機車;自用-小客車,121.30474,24.992359
30747,108年01月31日 09時50分27秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.28761499999999,23.150223999999998
30748,108年01月31日 09時53分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.684831,23.916684
30749,108年01月31日 09時53分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50766999999999,24.998614
30750,108年01月31日 09時54分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.65650500000001,24.330688000000002
30751,108年01月31日 09時54分28秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.986198,24.901597
30752,108年01月31日 09時55分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.3751,22.573929999999997
30753,108年01月31日 09時55分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.3362,22.70591
30754,108年01月31日 09時55分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.522066,23.871402
30755,108年01月31日 09時55分38秒,死亡0;受傷1,自用-小客車;普通輕型-機車,120.74499499999999,22.002029
30756,108年01月31日 09時55分42秒,死亡0;受傷2,普通重型-機車;大型重型2(250-550C.C.)-機車,120.207279,23.016887
30757,108年01月31日 09時56分00秒,死亡0;受傷1,自用-大貨車;普通輕型-機車,120.50066699999999,24.115775
30758,108年01月31日 09時57分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.72625500000001,24.149829999999998
30759,108年01月31日 09時58分19秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.2097,23.007755
30760,108年01月31日 09時59分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.541068,24.089852
30761,108年01月31日 10時00分00秒,死亡0;受傷1,行人-人;普通輕型-機車,121.566682,25.086504
30762,108年01月31日 10時01分08秒,死亡0;受傷2,普通輕型-機車;自用-小客車;乘客-人,121.27765500000001,24.895728
30763,108年01月31日 10時01分43秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.463434,23.451578
30764,108年01月31日 10時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.82567,24.671378
30765,108年01月31日 10時05分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.561551,25.040216
30766,108年01月31日 10時05分04秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.21133600000002,23.015012
30767,108年01月31日 10時10分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.988234,24.785982999999998
30768,108年01月31日 10時10分00秒,死亡0;受傷1,自用-大貨車;普通重型-機車,121.46554499999999,25.061243
30769,108年01月31日 10時11分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.9629,24.806432
30770,108年01月31日 10時11分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.310546,25.021809
30771,108年01月31日 10時11分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.3476,22.70591
30772,108年01月31日 10時11分00秒,死亡0;受傷2,自用-小客車;自用-小客車;乘客-人,120.56863,23.871608
30773,108年01月31日 10時12分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.76784599999999,24.278561
30774,108年01月31日 10時13分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.64925,24.1348
30775,108年01月31日 10時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.248749,22.99819
30776,108年01月31日 10時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.907868,24.695145
30777,108年01月31日 10時15分00秒,死亡0;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,121.46630900000001,25.123089
30778,108年01月31日 10時17分16秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.15866100000001,24.910004
30779,108年01月31日 10時17分48秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.20335700000001,22.982632000000002
30780,108年01月31日 10時19分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.27386000000001,23.187698
30781,108年01月31日 10時20分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.482215,22.683891
30782,108年01月31日 10時20分00秒,死亡0;受傷1,普通重型-機車,120.401895,22.660337
30783,108年01月31日 10時20分00秒,死亡0;受傷1,自用-小客車;普通輕型-機車,121.743459,25.129424
30784,108年01月31日 10時20分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);租賃車-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,121.378776,25.084078
30785,108年01月31日 10時20分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.476321,25.094642999999998
30786,108年01月31日 10時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.70076599999999,24.095703
30787,108年01月31日 10時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.30989299999999,24.983871
30788,108年01月31日 10時22分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.722605,25.14346
30789,108年01月31日 10時22分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.34513500000001,22.635133
30790,108年01月31日 10時24分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.53371899999999,24.986473
30791,108年01月31日 10時25分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.3455,22.62494
30792,108年01月31日 10時25分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.026351,24.8628
30793,108年01月31日 10時29分09秒,死亡0;受傷1,普通重型-機車;電動自行車-慢車,121.59901,23.975068
30794,108年01月31日 10時30分00秒,死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.165925,23.171245000000003
30795,108年01月31日 10時30分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.350518,22.638332000000002
30796,108年01月31日 10時30分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車,121.50344399999999,25.13172
30797,108年01月31日 10時30分00秒,死亡0;受傷2,行人-人;普通重型-機車;普通重型-機車,120.54286200000001,24.077793
30798,108年01月31日 10時30分52秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.741027,24.779197
30799,108年01月31日 10時33分00秒,死亡0;受傷1,自用-大貨車;普通重型-機車,120.434083,23.554525
30800,108年01月31日 10時35分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),121.52743600000001,24.997882
30801,108年01月31日 10時35分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.4814,23.48198
30802,108年01月31日 10時35分36秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.189872,22.981916000000002
30803,108年01月31日 10時36分57秒,死亡0;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,121.148128,24.804485
30804,108年01月31日 10時38分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.562161,23.714904
30805,108年01月31日 10時38分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.1456,24.90771
30806,108年01月31日 10時38分00秒,死亡0;受傷1,普通重型-機車;營業用-小貨車(含客、貨兩用),120.66753999999999,24.16399
30807,108年01月31日 10時39分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.28046599999999,22.62246
30808,108年01月31日 10時39分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車,120.188175,23.038511
30809,108年01月31日 10時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.989046,23.977241
30810,108年01月31日 10時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.459529,24.975825
30811,108年01月31日 10時40分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,120.64286299999999,24.196282
30812,108年01月31日 10時40分08秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.197791,22.995770999999998
30813,108年01月31日 10時40分14秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.22936499999999,22.969155999999998
30814,108年01月31日 10時40分19秒,死亡0;受傷1,普通重型-機車;計程車-小客車,120.505384,22.4885
30815,108年01月31日 10時43分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.542061,22.549782999999998
30816,108年01月31日 10時44分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,120.246682,23.184631
30817,108年01月31日 10時45分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.21041799999999,22.996173000000002
30818,108年01月31日 10時45分55秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.737642,24.7526
30819,108年01月31日 10時46分00秒,死亡0;受傷2,自用-小客車;自用-小客車;普通重型-機車,121.544025,25.057349
30820,108年01月31日 10時46分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.21045600000001,22.986278
30821,108年01月31日 10時47分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.52452199999999,25.049129999999998
30822,108年01月31日 10時48分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.555525,25.026609
30823,108年01月31日 10時49分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.536506,24.088444
30824,108年01月31日 10時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.19026399999998,24.960088
30825,108年01月31日 10時50分00秒,死亡0;受傷1,自用-小客車,119.60051899999999,23.66143
30826,108年01月31日 10時50分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.363674,22.764713
30827,108年01月31日 10時50分00秒,死亡0;受傷1,民營公車-大客車;普通重型-機車,121.744376,25.112762
30828,108年01月31日 10時50分00秒,死亡0;受傷1,自用-半聯結車;營業用-半聯結車,120.37123500000001,22.541653
30829,108年01月31日 10時50分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.640491,24.169185
30830,108年01月31日 10時50分55秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.997747,24.798641
30831,108年01月31日 10時51分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.29789199999999,24.996152
30832,108年01月31日 10時51分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.67627900000001,24.141073000000002
30833,108年01月31日 10時52分00秒,死亡0;受傷1,自用-小客車;行人-人,121.145774,24.911997
30834,108年01月31日 10時54分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車,120.97958700000001,24.811307
30835,108年01月31日 10時54分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.529991,24.18789
30836,108年01月31日 10時55分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.715597,25.098285
30837,108年01月31日 10時55分30秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.477703,23.548379
30838,108年01月31日 10時55分56秒,死亡0;受傷1,營業用-曳引車,120.50358700000001,24.23189
30839,108年01月31日 10時56分01秒,死亡0;受傷1,普通重型-機車,120.720054,24.131048
30840,108年01月31日 10時57分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.634157,24.144494
30841,108年01月31日 10時58分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.742152,24.744923
30842,108年01月31日 10時59分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.60291299999999,23.855029000000002
30843,108年01月31日 11時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.57970800000001,23.859188
30844,108年01月31日 11時01分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.284469,24.92916
30845,108年01月31日 11時03分00秒,死亡0;受傷1,自用-小客車;電動自行車-慢車,120.901743,24.700032
30846,108年01月31日 11時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.543527,25.066791000000002
30847,108年01月31日 11時07分00秒,死亡0;受傷1,普通輕型-機車,120.469617,23.959998000000002
30848,108年01月31日 11時08分00秒,死亡0;受傷2,普通重型-機車;其他慢車-慢車,120.30196699999999,22.631856
30849,108年01月31日 11時08分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.20433799999999,24.965537
30850,108年01月31日 11時08分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.573438,25.075798000000002
30851,108年01月31日 11時08分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.69097,24.126392000000003
30852,108年01月31日 11時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.46405700000001,22.653189
30853,108年01月31日 11時10分00秒,死亡0;受傷2,普通重型-機車;乘客-人,120.321,22.57268
30854,108年01月31日 11時10分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.48093999999999,22.561911
30855,108年01月31日 11時10分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.42581399999999,25.064194
30856,108年01月31日 11時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.23362900000001,24.900524
30857,108年01月31日 11時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.20085300000001,23.059063000000002
30858,108年01月31日 11時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.452288,24.046673000000002
30859,108年01月31日 11時15分00秒,死亡0;受傷1,其他車-其他車;普通重型-機車,121.02031299999999,24.792514999999998
30860,108年01月31日 11時15分27秒,死亡0;受傷1,普通重型-機車,120.96451100000002,24.842285999999998
30861,108年01月31日 11時17分54秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.55429299999999,23.702076
30862,108年01月31日 11時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.010173,24.787128
30863,108年01月31日 11時20分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.29803799999999,22.633507
30864,108年01月31日 11時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.03031299999999,24.817842000000002
30865,108年01月31日 11時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.203994,22.975169
30866,108年01月31日 11時22分58秒,死亡0;受傷1,自用-小客車;電動自行車-慢車,121.21278000000001,24.926737
30867,108年01月31日 11時23分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.33906699999999,22.640110999999997
30868,108年01月31日 11時23分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.66361299999998,24.077571
30869,108年01月31日 11時25分00秒,死亡0;受傷1,自用-小客車;普通輕型-機車,121.59215800000001,23.974449
30870,108年01月31日 11時26分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.233703,23.002289
30871,108年01月31日 11時27分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.182368,23.163801
30872,108年01月31日 11時27分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.55440300000001,25.085132
30873,108年01月31日 11時29分07秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.20555700000001,23.021823
30874,108年01月31日 11時29分14秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.86041000000002,24.688304000000002
30875,108年01月31日 11時30分00秒,死亡0;受傷3,普通重型-機車;自用-小客車;普通重型-機車;普通重型-機車;乘客-人,120.31523700000001,22.62799
30876,108年01月31日 11時30分22秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.190431,23.013548
